evo,enemy,individual,round,f,p,e,t
0,8,0,0,77.71395021528804,47.8000000000003,0.0,412
0,8,0,0,77.71395021528804,47.8000000000003,0.0,412
0,8,0,0,77.71395021528804,47.8000000000003,0.0,412
0,8,1,1,83.12378383494848,50.80000000000031,0.0,282
0,8,1,1,83.12378383494848,50.80000000000031,0.0,282
0,8,1,1,83.12378383494848,50.80000000000031,0.0,282
0,8,1,1,83.12378383494848,50.80000000000031,0.0,282
0,8,1,1,83.12378383494848,50.80000000000031,0.0,282
0,8,2,2,0.0,0.0,80.0,457
0,8,2,2,0.0,0.0,80.0,457
0,8,2,2,0.0,0.0,80.0,457
0,8,2,2,0.0,0.0,80.0,457
0,8,2,2,0.0,0.0,80.0,457
0,8,3,3,79.0283284261093,44.800000000000296,0.0,356
0,8,3,3,79.0283284261093,44.800000000000296,0.0,356
0,8,3,3,79.0283284261093,44.800000000000296,0.0,356
0,8,3,3,79.0283284261093,44.800000000000296,0.0,356
0,8,3,3,79.0283284261093,44.800000000000296,0.0,356
0,8,4,4,82.7506215672987,47.8000000000003,0.0,272
0,8,4,4,82.7506215672987,47.8000000000003,0.0,272
0,8,4,4,82.7506215672987,47.8000000000003,0.0,272
0,8,4,4,82.7506215672987,47.8000000000003,0.0,272
0,8,4,4,82.7506215672987,47.8000000000003,0.0,272
0,8,5,5,0.0,0.0,100.0,220
0,8,5,5,0.0,0.0,100.0,220
0,8,5,5,0.0,0.0,100.0,220
0,8,5,5,0.0,0.0,100.0,220
0,8,5,5,0.0,0.0,100.0,220
0,8,6,6,0.0,0.0,70.0,381
0,8,6,6,0.0,0.0,70.0,381
0,8,6,6,0.0,0.0,70.0,381
0,8,6,6,0.0,0.0,70.0,381
0,8,6,6,0.0,0.0,70.0,381
0,8,7,7,0.0,0.0,40.0,381
0,8,7,7,0.0,0.0,40.0,381
0,8,7,7,0.0,0.0,40.0,381
0,8,7,7,0.0,0.0,40.0,381
0,8,7,7,0.0,0.0,40.0,381
0,8,8,8,88.14003457420827,73.60000000000025,0.0,268
0,8,8,8,88.14003457420827,73.60000000000025,0.0,268
0,8,8,8,88.14003457420827,73.60000000000025,0.0,268
0,8,8,8,88.14003457420827,73.60000000000025,0.0,268
0,8,8,8,88.14003457420827,73.60000000000025,0.0,268
0,8,9,9,86.15008070898031,79.0000000000002,0.0,346
0,8,9,9,86.15008070898031,79.0000000000002,0.0,346
0,8,9,9,86.15008070898031,79.0000000000002,0.0,346
0,8,9,9,86.15008070898031,79.0000000000002,0.0,346
0,8,9,9,86.15008070898031,79.0000000000002,0.0,346
1,2,0,0,87.84855285332095,74.0,0.0,278
1,2,0,0,87.84855285332095,74.0,0.0,278
1,2,0,0,87.84855285332095,74.0,0.0,278
1,2,0,0,87.84855285332095,74.0,0.0,278
1,2,0,0,87.84855285332095,74.0,0.0,278
1,2,1,1,87.84855285332095,74.0,0.0,278
1,2,1,1,87.84855285332095,74.0,0.0,278
1,2,1,1,87.84855285332095,74.0,0.0,278
1,2,1,1,87.84855285332095,74.0,0.0,278
1,2,1,1,87.84855285332095,74.0,0.0,278
1,2,2,2,79.91414025327582,30.0,0.0,195
1,2,2,2,79.91414025327582,30.0,0.0,195
1,2,2,2,79.91414025327582,30.0,0.0,195
1,2,2,2,79.91414025327582,30.0,0.0,195
1,2,2,2,79.91414025327582,30.0,0.0,195
1,2,3,3,91.33651869204223,76.0,0.0,188
1,2,3,3,91.33651869204223,76.0,0.0,188
1,2,3,3,91.33651869204223,76.0,0.0,188
1,2,3,3,91.33651869204223,76.0,0.0,188
1,2,3,3,91.33651869204223,76.0,0.0,188
1,2,4,4,79.91414025327582,30.0,0.0,195
1,2,4,4,79.91414025327582,30.0,0.0,195
1,2,4,4,79.91414025327582,30.0,0.0,195
1,2,4,4,79.91414025327582,30.0,0.0,195
1,2,4,4,79.91414025327582,30.0,0.0,195
1,2,5,5,79.59462730055404,30.0,0.0,205
1,2,5,5,79.59462730055404,30.0,0.0,205
1,2,5,5,79.59462730055404,30.0,0.0,205
1,2,5,5,79.59462730055404,30.0,0.0,205
1,2,5,5,79.59462730055404,30.0,0.0,205
1,2,6,6,79.91414025327582,30.0,0.0,195
1,2,6,6,79.91414025327582,30.0,0.0,195
1,2,6,6,79.91414025327582,30.0,0.0,195
1,2,6,6,79.91414025327582,30.0,0.0,195
1,2,6,6,79.91414025327582,30.0,0.0,195
1,2,7,7,79.91414025327582,30.0,0.0,195
1,2,7,7,79.91414025327582,30.0,0.0,195
1,2,7,7,79.91414025327582,30.0,0.0,195
1,2,7,7,79.91414025327582,30.0,0.0,195
1,2,7,7,79.91414025327582,30.0,0.0,195
1,2,8,8,70.11146144373004,12.0,0.0,195
1,2,8,8,70.11146144373004,12.0,0.0,195
1,2,8,8,70.11146144373004,12.0,0.0,195
1,2,8,8,70.11146144373004,12.0,0.0,195
1,2,8,8,70.11146144373004,12.0,0.0,195
1,2,9,9,87.84855285332095,74.0,0.0,278
1,2,9,9,87.84855285332095,74.0,0.0,278
1,2,9,9,87.84855285332095,74.0,0.0,278
1,2,9,9,87.84855285332095,74.0,0.0,278
1,2,9,9,87.84855285332095,74.0,0.0,278
1,5,0,0,85.17094452920693,58.00000000000033,0.0,269
1,5,0,0,84.91775038137831,56.800000000000324,0.0,269
1,5,0,0,84.91775038137831,56.800000000000324,0.0,269
1,5,0,0,85.17094452920693,58.00000000000033,0.0,269
1,5,0,0,85.04492390827933,57.400000000000325,0.0,269
1,5,1,1,78.1374441127885,34.00000000000027,0.0,292
1,5,1,1,82.28155429649644,45.4000000000003,0.0,268
1,5,1,1,81.807381076767,43.60000000000029,0.0,268
1,5,1,1,73.38344159570103,22.00000000000024,0.0,292
1,5,1,1,76.88873609209917,30.40000000000026,0.0,292
1,5,2,2,85.96082267326105,77.80000000000021,0.0,346
1,5,2,2,87.24772344383035,83.20000000000016,0.0,334
1,5,2,2,82.338290103221,74.20000000000024,0.0,425
1,5,2,2,85.71165999622959,79.6000000000002,0.0,360
1,5,2,2,87.0662593014473,82.00000000000017,0.0,334
1,5,3,3,84.1291692725243,53.200000000000315,0.0,269
1,5,3,3,84.39706003409684,54.40000000000032,0.0,269
1,5,3,3,85.54230726126536,59.80000000000033,0.0,269
1,5,3,3,84.39706003409684,54.40000000000032,0.0,269
1,5,3,3,84.91775038137831,56.800000000000324,0.0,269
1,5,4,4,87.74352056221903,62.80000000000034,0.0,223
1,5,4,4,86.55469808369132,59.80000000000033,0.0,240
1,5,4,4,84.52908058678942,55.00000000000032,0.0,269
1,5,4,4,87.96682308928422,62.20000000000034,0.0,213
1,5,4,4,87.96682308928422,62.20000000000034,0.0,213
1,5,5,5,0.0,44.200000000000294,100.0,1000
1,5,5,5,0.0,49.60000000000031,100.0,1000
1,5,5,5,0.0,44.800000000000296,100.0,1000
1,5,5,5,0.0,43.60000000000029,100.0,1000
1,5,5,5,0.0,44.800000000000296,100.0,1000
1,5,6,6,82.62582868154776,76.00000000000023,0.0,425
1,5,6,6,82.338290103221,74.20000000000024,0.0,425
1,5,6,6,82.62582868154776,76.00000000000023,0.0,425
1,5,6,6,82.24110563750519,73.60000000000025,0.0,425
1,5,6,6,82.04466796651269,72.40000000000026,0.0,425
1,5,7,7,84.91775038137831,56.800000000000324,0.0,269
1,5,7,7,85.17094452920693,58.00000000000033,0.0,269
1,5,7,7,84.91775038137831,56.800000000000324,0.0,269
1,5,7,7,84.78940112412255,56.20000000000032,0.0,269
1,5,7,7,84.65985261115473,55.60000000000032,0.0,269
1,5,8,8,0.0,0.0,60.0,557
1,5,8,8,86.0579189119404,62.20000000000034,0.0,268
1,5,8,8,0.0,0.0,60.0,559
1,5,8,8,85.69917559569393,60.40000000000033,0.0,268
1,5,8,8,0.0,0.0,60.0,611
1,5,9,9,81.14792621182565,41.20000000000029,0.0,268
1,5,9,9,77.31858867851429,31.600000000000264,0.0,292
1,5,9,9,82.28155429649644,45.4000000000003,0.0,268
1,5,9,9,76.66826579435293,29.80000000000026,0.0,292
1,5,9,9,81.31586126837644,41.80000000000029,0.0,268
1,8,0,0,69.20311567153954,21.40000000000024,0.0,409
1,8,0,0,69.20311567153954,21.40000000000024,0.0,409
1,8,0,0,69.20311567153954,21.40000000000024,0.0,409
1,8,0,0,69.20311567153954,21.40000000000024,0.0,409
1,8,0,0,69.20311567153954,21.40000000000024,0.0,409
1,8,1,1,69.20311567153954,21.40000000000024,0.0,409
1,8,1,1,69.20311567153954,21.40000000000024,0.0,409
1,8,1,1,69.20311567153954,21.40000000000024,0.0,409
1,8,1,1,69.20311567153954,21.40000000000024,0.0,409
1,8,1,1,69.20311567153954,21.40000000000024,0.0,409
1,8,2,2,69.20311567153954,21.40000000000024,0.0,409
1,8,2,2,69.20311567153954,21.40000000000024,0.0,409
1,8,2,2,69.20311567153954,21.40000000000024,0.0,409
1,8,2,2,69.20311567153954,21.40000000000024,0.0,409
1,8,2,2,69.20311567153954,21.40000000000024,0.0,409
1,8,3,3,69.20311567153954,21.40000000000024,0.0,409
1,8,3,3,69.20311567153954,21.40000000000024,0.0,409
1,8,3,3,69.20311567153954,21.40000000000024,0.0,409
1,8,3,3,69.20311567153954,21.40000000000024,0.0,409
1,8,3,3,69.20311567153954,21.40000000000024,0.0,409
1,8,4,4,70.94842864759318,22.600000000000243,0.0,374
1,8,4,4,70.94842864759318,22.600000000000243,0.0,374
1,8,4,4,70.94842864759318,22.600000000000243,0.0,374
1,8,4,4,70.94842864759318,22.600000000000243,0.0,374
1,8,4,4,70.94842864759318,22.600000000000243,0.0,374
1,8,5,5,69.54263487359935,21.40000000000024,0.0,399
1,8,5,5,69.54263487359935,21.40000000000024,0.0,399
1,8,5,5,69.54263487359935,21.40000000000024,0.0,399
1,8,5,5,69.54263487359935,21.40000000000024,0.0,399
1,8,5,5,69.54263487359935,21.40000000000024,0.0,399
1,8,6,6,81.49129189251249,47.8000000000003,0.0,308
1,8,6,6,81.49129189251249,47.8000000000003,0.0,308
1,8,6,6,81.49129189251249,47.8000000000003,0.0,308
1,8,6,6,81.49129189251249,47.8000000000003,0.0,308
1,8,6,6,81.49129189251249,47.8000000000003,0.0,308
1,8,7,7,0.0,0.0,90.0,357
1,8,7,7,0.0,0.0,90.0,357
1,8,7,7,0.0,0.0,90.0,357
1,8,7,7,0.0,0.0,90.0,357
1,8,7,7,0.0,0.0,90.0,357
1,8,8,8,69.20311567153954,21.40000000000024,0.0,409
1,8,8,8,69.20311567153954,21.40000000000024,0.0,409
1,8,8,8,69.20311567153954,21.40000000000024,0.0,409
1,8,8,8,69.20311567153954,21.40000000000024,0.0,409
1,8,8,8,69.20311567153954,21.40000000000024,0.0,409
1,8,9,9,72.46018273584352,26.20000000000025,0.0,375
1,8,9,9,72.46018273584352,26.20000000000025,0.0,375
1,8,9,9,72.46018273584352,26.20000000000025,0.0,375
1,8,9,9,72.46018273584352,26.20000000000025,0.0,375
1,8,9,9,72.46018273584352,26.20000000000025,0.0,375
